"ROAD","LI","CONTRI","JF","CF","SP","DE","TIME"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","4.7596","0.70","16.87","+","2016-06-12 09:09:02"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0","0.92","54.96","+","2016-06-12 09:08:57"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","0","0.90","56.87","+","2016-06-12 09:08:57"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0","0.92","57.64","+","2016-06-12 09:08:57"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","0","0.94","60.93","+","2016-06-12 09:08:57"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","0.0303","0.92","61.87","+","2016-06-12 09:08:57"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","0","0.94","61.59","+","2016-06-12 09:08:57"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","0.9140","0.90","50.63","-","2016-06-12 09:08:37"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","2.3646","0.92","52.84","-","2016-06-12 09:08:37"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","3.2849","0.95","49.67","-","2016-06-12 09:08:37"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","2.8297","0.91","50.84","-","2016-06-12 09:08:37"
"Eastern Express Highway","502+03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","2.3929","0.93","47.70","-","2016-06-12 09:08:37"
"Pokharan No. 1 Road","502+03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","6.8193","0.76","12.24","-","2016-06-12 09:08:05"
"Pokharan No. 1 Road","502+03206","Cadbury Company Chowk/Eastern Express Highway","4.8834","0.80","13.32","-","2016-06-12 09:08:05"
"Pokharan No. 1 Road","502+03206","V. V. Shirwadkar Marg","5.0584","0.70","17.00","-","2016-06-12 09:08:05"
"Pokharan No. 1 Road","502+03206","Dhramveer Anand Chintamani Dighe Marg","5.2958","0.70","17.85","-","2016-06-12 09:08:05"
"Pokharan No. 1 Road","502-03206","V. V. Shirwadkar Marg","4.2612","0.70","19.86","+","2016-06-12 09:08:27"
"Pokharan No. 1 Road","502-03206","Cadbury Company Chowk/Eastern Express Highway","4.9557","0.70","17.85","+","2016-06-12 09:08:27"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","3.5781","0.72","12.10","+","2016-06-12 09:08:27"
"Kamgar Hospital No 33 Road","502+02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","5.0282","0.70","21.00","-","2016-06-12 09:19:04"
"Kamgar Hospital No 33 Road","502-02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","5.9114","0.70","19.04","+","2016-06-12 09:19:04"
"Kamgar Hospital No 33 Road","502-02924","Wagle Industrial Estate","4.9212","0.70","16.59","+","2016-06-12 09:19:04"
"Krishna Nagar No 2 Road","502+02946","Hutatma Maruti Kumar Path/Dr. Ambedkar Path","5.2804","0.70","15.97","-","2016-06-12 09:19:02"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","4.9148","0.70","16.60","+","2016-06-12 09:19:02"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0","0.79","50.02","+","2016-06-12 09:18:56"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","0","0.79","51.98","+","2016-06-12 09:18:56"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0","0.79","52.33","+","2016-06-12 09:18:56"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","0","0.81","57.66","+","2016-06-12 09:18:56"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","0.4047","0.80","60.29","+","2016-06-12 09:18:56"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","0","0.82","59.89","+","2016-06-12 09:18:56"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","0.56","0.79","51.94","-","2016-06-12 09:18:38"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","2.0282","0.81","54.29","-","2016-06-12 09:18:38"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","3.692","0.85","47.89","-","2016-06-12 09:18:38"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","3.4436","0.84","48.21","-","2016-06-12 09:18:38"
"Eastern Express Highway","502+03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","1.6262","0.86","50.68","-","2016-06-12 09:18:38"
"Pokharan No. 1 Road","502+03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","6.9030","0.73","12.11","-","2016-06-12 09:18:05"
"Pokharan No. 1 Road","502+03206","Cadbury Company Chowk/Eastern Express Highway","4.6197","0.74","13.69","-","2016-06-12 09:18:05"
"Pokharan No. 1 Road","502+03206","V. V. Shirwadkar Marg","5.0584","0.70","17.00","-","2016-06-12 09:18:05"
"Pokharan No. 1 Road","502+03206","Dhramveer Anand Chintamani Dighe Marg","5.2540","0.70","17.93","-","2016-06-12 09:18:05"
"Pokharan No. 1 Road","502-03206","V. V. Shirwadkar Marg","4.0570","0.70","20.25","+","2016-06-12 09:18:27"
"Pokharan No. 1 Road","502-03206","Cadbury Company Chowk/Eastern Express Highway","4.9118","0.70","17.93","+","2016-06-12 09:18:27"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","3.6270","0.70","12.04","+","2016-06-12 09:18:27"
"Kamgar Hospital No 33 Road","502+02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","5.0282","0.70","21.00","-","2016-06-12 09:29:04"
"Kamgar Hospital No 33 Road","502-02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","4.9257","0.80","21.22","+","2016-06-12 09:29:04"
"Kamgar Hospital No 33 Road","502-02924","Wagle Industrial Estate","5.1115","0.70","16.26","+","2016-06-12 09:29:04"
"Krishna Nagar No 2 Road","502+02946","Hutatma Maruti Kumar Path/Dr. Ambedkar Path","5.2804","0.70","15.97","-","2016-06-12 09:28:02"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","5.1087","0.70","16.26","+","2016-06-12 09:29:01"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0.3835","0.78","47.72","+","2016-06-12 09:28:56"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","0.4681","0.85","47.44","+","2016-06-12 09:28:56"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","1.3097","0.85","47.36","+","2016-06-12 09:28:56"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","1.8483","0.88","49.82","+","2016-06-12 09:28:56"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","2.2966","0.86","52.29","+","2016-06-12 09:28:56"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","1.9573","0.88","51.13","+","2016-06-12 09:28:56"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","0.4010","0.74","52.52","-","2016-06-12 09:28:38"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","1.0387","0.75","58.54","-","2016-06-12 09:28:38"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","2.0362","0.77","55.11","-","2016-06-12 09:28:38"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","1.8024","0.76","55.26","-","2016-06-12 09:28:38"
"Eastern Express Highway","502+03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","1.7226","0.77","50.31","-","2016-06-12 09:28:38"
"Pokharan No. 1 Road","502+03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","6.4579","0.77","12.81","-","2016-06-12 09:28:08"
"Pokharan No. 1 Road","502+03206","Cadbury Company Chowk/Eastern Express Highway","3.6965","0.77","14.96","-","2016-06-12 09:28:08"
"Pokharan No. 1 Road","502+03206","V. V. Shirwadkar Marg","5.0584","0.70","17.00","-","2016-06-12 09:28:08"
"Pokharan No. 1 Road","502+03206","Dhramveer Anand Chintamani Dighe Marg","5.2427","0.70","17.96","-","2016-06-12 09:28:08"
"Pokharan No. 1 Road","502-03206","V. V. Shirwadkar Marg","3.8458","0.70","20.66","+","2016-06-12 09:28:26"
"Pokharan No. 1 Road","502-03206","Cadbury Company Chowk/Eastern Express Highway","4.8919","0.70","17.97","+","2016-06-12 09:28:26"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","3.6401","0.70","12.03","+","2016-06-12 09:28:26"
"Kamgar Hospital No 33 Road","502+02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","5.0282","0.70","21.00","-","2016-06-12 09:39:04"
"Kamgar Hospital No 33 Road","502-02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","4.9804","0.86","21.10","+","2016-06-12 09:39:04"
"Kamgar Hospital No 33 Road","502-02924","Wagle Industrial Estate","5.1945","0.70","16.12","+","2016-06-12 09:39:04"
"Krishna Nagar No 2 Road","502+02946","Hutatma Maruti Kumar Path/Dr. Ambedkar Path","5.2804","0.70","15.97","-","2016-06-12 09:39:02"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","5.1933","0.70","16.12","+","2016-06-12 09:38:03"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0.3689","0.96","47.77","+","2016-06-12 09:38:56"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","0.3751","0.76","47.75","+","2016-06-12 09:38:56"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","1.2097","0.77","47.71","+","2016-06-12 09:38:56"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","1.1133","0.78","52.67","+","2016-06-12 09:38:56"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","1.4220","0.77","55.99","+","2016-06-12 09:38:56"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","1.1332","0.78","54.44","+","2016-06-12 09:38:56"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","0","0.98","59.58","-","2016-06-12 09:38:38"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","0.5945","0.72","60.45","-","2016-06-12 09:38:38"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","1.2929","0.73","58.36","-","2016-06-12 09:38:38"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","1.5753","0.97","56.23","-","2016-06-12 09:38:38"
"Eastern Express Highway","502+03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","1.7659","0.73","50.14","-","2016-06-12 09:38:38"
"Pokharan No. 1 Road","502+03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","6.7483","0.73","12.35","-","2016-06-12 09:38:05"
"Pokharan No. 1 Road","502+03206","Cadbury Company Chowk/Eastern Express Highway","4.0942","0.73","14.41","-","2016-06-12 09:38:05"
"Pokharan No. 1 Road","502+03206","V. V. Shirwadkar Marg","4.8844","0.70","17.32","-","2016-06-12 09:38:05"
"Pokharan No. 1 Road","502+03206","Dhramveer Anand Chintamani Dighe Marg","5.2301","0.70","17.98","-","2016-06-12 09:38:05"
"Pokharan No. 1 Road","502-03206","V. V. Shirwadkar Marg","3.7478","0.70","20.85","+","2016-06-12 09:38:27"
"Pokharan No. 1 Road","502-03206","Cadbury Company Chowk/Eastern Express Highway","4.8866","0.70","17.98","+","2016-06-12 09:38:27"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","3.6401","0.70","12.03","+","2016-06-12 09:38:27"
"Kamgar Hospital No 33 Road","502+02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","5.0282","0.70","21.00","-","2016-06-12 09:49:04"
"Kamgar Hospital No 33 Road","502-02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","5.5278","0.77","19.89","+","2016-06-12 09:49:04"
"Kamgar Hospital No 33 Road","502-02924","Wagle Industrial Estate","5.2313","0.70","16.05","+","2016-06-12 09:49:04"
"Krishna Nagar No 2 Road","502+02946","Hutatma Maruti Kumar Path/Dr. Ambedkar Path","5.2804","0.70","15.97","-","2016-06-12 09:49:03"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","5.6023","0.79","15.41","+","2016-06-12 09:48:02"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0.6605","0.81","46.79","+","2016-06-12 09:48:58"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","0.3333","0.73","47.89","+","2016-06-12 09:48:58"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","1.1647","0.73","47.87","+","2016-06-12 09:48:58"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","0.7833","0.73","53.96","+","2016-06-12 09:48:58"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","1.0294","0.73","57.65","+","2016-06-12 09:48:58"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","0.7827","0.73","55.85","+","2016-06-12 09:48:58"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","0","0.90","54.80","-","2016-06-12 09:48:38"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","1.1843","0.92","57.91","-","2016-06-12 09:48:38"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","1.2614","0.94","58.50","-","2016-06-12 09:48:38"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","0.9005","0.91","59.13","-","2016-06-12 09:48:38"
"Eastern Express Highway","502+03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0","0.93","57.01","-","2016-06-12 09:48:38"
"Pokharan No. 1 Road","502+03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","6.8720","0.71","12.16","-","2016-06-12 09:48:05"
"Pokharan No. 1 Road","502+03206","Cadbury Company Chowk/Eastern Express Highway","4.2616","0.71","14.18","-","2016-06-12 09:48:05"
"Pokharan No. 1 Road","502+03206","V. V. Shirwadkar Marg","4.6790","0.70","17.69","-","2016-06-12 09:48:05"
"Pokharan No. 1 Road","502+03206","Dhramveer Anand Chintamani Dighe Marg","5.0588","0.70","18.31","-","2016-06-12 09:48:05"
"Pokharan No. 1 Road","502-03206","V. V. Shirwadkar Marg","3.5368","0.70","21.25","+","2016-06-12 09:48:27"
"Pokharan No. 1 Road","502-03206","Cadbury Company Chowk/Eastern Express Highway","4.8866","0.70","17.98","+","2016-06-12 09:48:27"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","3.6401","0.70","12.03","+","2016-06-12 09:48:27"
"Kamgar Hospital No 33 Road","502+02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","5.0282","0.70","21.00","-","2016-06-12 09:59:04"
"Kamgar Hospital No 33 Road","502-02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","5.7536","0.73","19.39","+","2016-06-12 09:59:04"
"Kamgar Hospital No 33 Road","502-02924","Wagle Industrial Estate","5.2477","0.70","16.02","+","2016-06-12 09:59:04"
"Krishna Nagar No 2 Road","502+02946","Hutatma Maruti Kumar Path/Dr. Ambedkar Path","5.2804","0.70","15.97","-","2016-06-12 09:59:02"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","5.4174","0.74","15.73","+","2016-06-12 09:59:01"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","1.3724","0.94","44.41","+","2016-06-12 09:58:56"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","0.3145","0.71","47.95","+","2016-06-12 09:58:56"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","1.1508","0.71","47.92","+","2016-06-12 09:58:56"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","0.6352","0.71","54.53","+","2016-06-12 09:58:56"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","0.8532","0.71","58.39","+","2016-06-12 09:58:56"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","0.6253","0.71","56.48","+","2016-06-12 09:58:56"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","0.0517","0.79","53.81","-","2016-06-12 09:58:38"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","0.6599","0.80","60.17","-","2016-06-12 09:58:38"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0.9451","0.81","59.88","-","2016-06-12 09:58:38"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","0.6608","0.79","60.16","-","2016-06-12 09:58:38"
"Eastern Express Highway","502+03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","5.0256","0.88","35.70","-","2016-06-12 09:58:38"
"Pokharan No. 1 Road","502+03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","6.9262","0.70","12.07","-","2016-06-12 09:58:05"
"Pokharan No. 1 Road","502+03206","Cadbury Company Chowk/Eastern Express Highway","4.3350","0.70","14.08","-","2016-06-12 09:58:05"
"Pokharan No. 1 Road","502+03206","V. V. Shirwadkar Marg","4.6252","0.72","17.78","-","2016-06-12 09:58:05"
"Pokharan No. 1 Road","502+03206","Dhramveer Anand Chintamani Dighe Marg","4.8663","0.70","18.68","-","2016-06-12 09:58:05"
"Pokharan No. 1 Road","502-03206","V. V. Shirwadkar Marg","3.3231","0.70","21.66","+","2016-06-12 09:58:27"
"Pokharan No. 1 Road","502-03206","Cadbury Company Chowk/Eastern Express Highway","7.3488","0.74","13.38","+","2016-06-12 09:58:27"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","3.6401","0.70","12.03","+","2016-06-12 09:58:27"
"Kamgar Hospital No 33 Road","502+02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","5.0282","0.70","21.00","-","2016-06-12 10:09:04"
"Kamgar Hospital No 33 Road","502-02924","Eastern Express Highway/Sant Dhyaneshwar Maharaj Path","6.0086","0.71","18.82","+","2016-06-12 10:09:04"
"Kamgar Hospital No 33 Road","502-02924","Wagle Industrial Estate","5.2477","0.70","16.02","+","2016-06-12 10:09:04"
"Krishna Nagar No 2 Road","502+02946","Hutatma Maruti Kumar Path/Dr. Ambedkar Path","5.2804","0.70","15.97","-","2016-06-12 10:09:02"
"Krishna Nagar No 2 Road","502-02946","Edulji Road","5.3319","0.71","15.88","+","2016-06-12 10:09:01"
"Eastern Express Highway","502-03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0","0.87","50.97","+","2016-06-12 10:08:56"
"Eastern Express Highway","502-03126","Savitribai Phule Marg","0","0.86","49.57","+","2016-06-12 10:08:56"
"Eastern Express Highway","502-03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0.2383","0.87","51.15","+","2016-06-12 10:08:56"
"Eastern Express Highway","502-03126","Late Mahadev Gopal Patil Marg","0.7760","0.89","53.98","+","2016-06-12 10:08:56"
"Eastern Express Highway","502-03126","Sai Baba Mandir Road","1.0933","0.87","57.38","+","2016-06-12 10:08:56"
"Eastern Express Highway","502-03126","Advokate Almeda Marg","0.3697","0.90","57.51","+","2016-06-12 10:08:56"
"Eastern Express Highway","502+03126","Sai Baba Mandir Road","0","0.87","60.87","-","2016-06-12 10:08:37"
"Eastern Express Highway","502+03126","Late Mahadev Gopal Patil Marg","0","0.90","64.79","-","2016-06-12 10:08:37"
"Eastern Express Highway","502+03126","Pokharan No 1 Road/Hutatma Maruti Kumar Path","0.2308","0.90","62.99","-","2016-06-12 10:08:37"
"Eastern Express Highway","502+03126","Savitribai Phule Marg","0.0675","0.87","62.71","-","2016-06-12 10:08:37"
"Eastern Express Highway","502+03126","Lal Bahadur Shastri Marg/Ghodbandar Road /","0.3023","0.89","55.82","-","2016-06-12 10:08:37"
"Pokharan No. 1 Road","502+03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","6.9503","0.70","12.03","-","2016-06-12 10:08:07"
"Pokharan No. 1 Road","502+03206","Cadbury Company Chowk/Eastern Express Highway","4.3676","0.70","14.04","-","2016-06-12 10:08:07"
"Pokharan No. 1 Road","502+03206","V. V. Shirwadkar Marg","4.5594","0.70","17.90","-","2016-06-12 10:08:07"
"Pokharan No. 1 Road","502+03206","Dhramveer Anand Chintamani Dighe Marg","4.7774","0.70","18.86","-","2016-06-12 10:08:07"
"Pokharan No. 1 Road","502-03206","V. V. Shirwadkar Marg","3.2244","0.70","21.84","+","2016-06-12 10:08:26"
"Pokharan No. 1 Road","502-03206","Cadbury Company Chowk/Eastern Express Highway","6.1688","0.72","15.58","+","2016-06-12 10:08:26"
"Pokharan No. 1 Road","502-03206","Lal Bahadur Shastri Marg/Dr. Ambedkar Path","3.6401","0.70","12.03","+","2016-06-12 10:08:26"
